,0,1,2,3,4,5,6,7,8,9
40,"('0.00 < parC4 <= 1.00', 0.3233627300561319, 40, 0)","('parC3 <= 0.00', -0.3036001360124829, 40, 0)","('parC2 <= 0.00', -0.29294862921180764, 40, 0)","('befC2 <= 0.00', 0.14585886452150906, 40, 0)","('befC4 <= 0.00', 0.14411924960524422, 40, 0)","('PrevFail <= 0.00', 0.12400458983416707, 40, 0)","('PrevDO <= 0.00', -0.11671498773275611, 40, 0)","('befFC5 <= 0.00', -0.11088248425817705, 40, 0)","('befDOC5 <= 0.00', -0.1090887435503921, 40, 0)","('befFC6 <= 0.00', -0.1064632835032554, 40, 0)"
41,"('parC4 <= 0.00', -0.33355056251500603, 41, 0)","('parC3 <= 0.00', -0.29552686932522637, 41, 0)","('0.00 < parC2 <= 1.00', 0.277599521416739, 41, 0)","('befC4 <= 0.00', 0.15117423854393644, 41, 0)","('befC2 <= 0.00', 0.14549983549395015, 41, 0)","('PrevDO <= 0.00', -0.1262314476043875, 41, 0)","('PrevFail <= 0.00', 0.11976352087653476, 41, 0)","('befDOC5 > 0.00', 0.11473462218084307, 41, 0)","('befFC5 <= 0.00', -0.112163032197729, 41, 0)","('befC3 > 0.00', -0.10797932283081978, 41, 0)"
42,"('0.00 < parC4 <= 1.00', 0.33689095431639315, 42, 1)","('0.00 < parC3 <= 1.00', 0.3172658564153121, 42, 1)","('0.00 < parC2 <= 1.00', 0.30542309657216565, 42, 1)","('befC2 <= 0.00', 0.15119774385463122, 42, 1)","('PrevDO <= 0.00', -0.14424326727215522, 42, 1)","('befC4 <= 0.00', 0.1433099303268285, 42, 1)","('PrevFail <= 0.00', 0.1382182953123036, 42, 1)","('befFC5 <= 0.00', -0.12015150416742756, 42, 1)","('befFC6 <= 0.00', -0.11172580534175812, 42, 1)","('befDOC5 <= 0.00', -0.10959476111877754, 42, 1)"
43,"('parC4 <= 0.00', -0.3368446350221013, 43, 0)","('0.00 < parC2 <= 1.00', 0.3038316199805165, 43, 0)","('0.00 < parC3 <= 1.00', 0.29727021059297865, 43, 0)","('befC2 <= 0.00', 0.15109671636939753, 43, 0)","('befDOC5 <= 0.00', -0.13921826746145188, 43, 0)","('befC4 > 0.00', -0.1390828678157596, 43, 0)","('PrevFail <= 0.00', 0.1247068211011471, 43, 0)","('befFC6 <= 0.00', -0.11664882040170312, 43, 0)","('PrevDO <= 0.00', -0.11211456337263113, 43, 0)","('befFC5 > 0.00', 0.11191559320865958, 43, 0)"
44,"('0.00 < parC4 <= 1.00', 0.3486283207083852, 44, 0)","('parC3 <= 0.00', -0.31168985019620193, 44, 0)","('0.00 < parC2 <= 1.00', 0.29729788810361474, 44, 0)","('befC4 <= 0.00', 0.160319218913345, 44, 0)","('befC2 <= 0.00', 0.14712173421231958, 44, 0)","('PrevFail <= 0.00', 0.13402837450245583, 44, 0)","('befFC5 <= 0.00', -0.12991726603186146, 44, 0)","('befC3 > 0.00', -0.12703474566924847, 44, 0)","('befDOC6 <= 0.00', -0.11497643225321938, 44, 0)","('befFC6 <= 0.00', -0.10042477512542959, 44, 0)"
45,"('parC4 <= 0.00', -0.3414424430178579, 45, 0)","('0.00 < parC3 <= 1.00', 0.318573901010635, 45, 0)","('parC2 <= 0.00', -0.29709345921479574, 45, 0)","('befC4 <= 0.00', 0.1409108494012572, 45, 0)","('PrevFail <= 0.00', 0.12713706198393465, 45, 0)","('befC2 <= 0.00', 0.1232183568558122, 45, 0)","('befDOC5 <= 0.00', -0.11539269068285125, 45, 0)","('befFC6 <= 0.00', -0.11505087678238096, 45, 0)","('befFC5 > 0.00', 0.11302849451005834, 45, 0)","('befC3 <= 0.00', 0.10679368852483209, 45, 0)"
46,"('parC4 <= 0.00', -0.3550009179302988, 46, 0)","('0.00 < parC3 <= 1.00', 0.3109686869878592, 46, 0)","('parC2 <= 0.00', -0.28789980025857126, 46, 0)","('befC2 <= 0.00', 0.15223958652131858, 46, 0)","('befC4 > 0.00', -0.1452227242021683, 46, 0)","('PrevFail <= 0.00', 0.13296052293968705, 46, 0)","('PrevDO > 0.00', 0.10941266694686433, 46, 0)","('befFC5 <= 0.00', -0.09962325946935234, 46, 0)","('befC3 <= 0.00', 0.09655323879279559, 46, 0)","('befDOC6 <= 0.00', -0.09489647384818263, 46, 0)"
47,"('0.00 < parC4 <= 1.00', 0.3523358072556332, 47, 0)","('parC3 <= 0.00', -0.33546624245489925, 47, 0)","('0.00 < parC2 <= 1.00', 0.3259402100093205, 47, 0)","('befC4 <= 0.00', 0.15199186587978022, 47, 0)","('befC2 <= 0.00', 0.15137394019927175, 47, 0)","('PrevFail > 0.00', -0.1335574532190561, 47, 0)","('PrevDO <= 0.00', -0.11596977275130937, 47, 0)","('befFC6 <= 0.00', -0.10799968175412553, 47, 0)","('befDOC5 <= 0.00', -0.10267593655606351, 47, 0)","('befC3 <= 0.00', 0.10210007065877723, 47, 0)"
48,"('parC4 <= 0.00', -0.322229339823771, 48, 0)","('parC3 <= 0.00', -0.3191246699340743, 48, 0)","('0.00 < parC2 <= 1.00', 0.3098382906773068, 48, 0)","('befC4 <= 0.00', 0.13955639675193543, 48, 0)","('befFC5 <= 0.00', -0.11962425316844987, 48, 0)","('befDOC6 > 0.00', 0.1187152385120835, 48, 0)","('PrevFail <= 0.00', 0.11746938556877749, 48, 0)","('befC2 <= 0.00', 0.11450832668854707, 48, 0)","('PrevDO > 0.00', 0.10747920606315002, 48, 0)","('befDOC5 <= 0.00', -0.10000146400264798, 48, 0)"
49,"('0.00 < parC4 <= 1.00', 0.35376965728855314, 49, 1)","('0.00 < parC3 <= 1.00', 0.32058932605295243, 49, 1)","('0.00 < parC2 <= 1.00', 0.3032010341318223, 49, 1)","('befC2 <= 0.00', 0.15037167129365367, 49, 1)","('befC4 <= 0.00', 0.14441484230845644, 49, 1)","('PrevDO > 0.00', 0.13384430793796015, 49, 1)","('befFC6 > 0.00', 0.12972669269918174, 49, 1)","('PrevFail <= 0.00', 0.11721130673357609, 49, 1)","('befFC5 <= 0.00', -0.11687808953771728, 49, 1)","('befDOC6 <= 0.00', -0.11171568742894089, 49, 1)"
50,"('0.00 < parC4 <= 1.00', 0.34121067360896995, 50, 1)","('0.00 < parC3 <= 1.00', 0.3309655383656247, 50, 1)","('0.00 < parC2 <= 1.00', 0.31243982302464635, 50, 1)","('befC2 <= 0.00', 0.1436855865857717, 50, 1)","('befC4 <= 0.00', 0.1360576443248933, 50, 1)","('PrevFail <= 0.00', 0.12803107555585802, 50, 1)","('PrevDO <= 0.00', -0.12511301082036558, 50, 1)","('befDOC5 > 0.00', 0.11358630381970428, 50, 1)","('befDOC6 > 0.00', 0.10467294090647077, 50, 1)","('befFC5 <= 0.00', -0.09997837857560381, 50, 1)"
51,"('0.00 < parC4 <= 1.00', 0.3379758559716138, 51, 0)","('parC3 <= 0.00', -0.32866282026591304, 51, 0)","('0.00 < parC2 <= 1.00', 0.30387424971066057, 51, 0)","('befC2 <= 0.00', 0.15298598542622, 51, 0)","('befC4 <= 0.00', 0.14909315754499258, 51, 0)","('PrevFail <= 0.00', 0.13875883939816946, 51, 0)","('PrevDO <= 0.00', -0.12748743391068568, 51, 0)","('befDOC6 <= 0.00', -0.1271549755727037, 51, 0)","('befFC5 > 0.00', 0.11453960064225874, 51, 0)","('befC3 <= 0.00', 0.11268728221520814, 51, 0)"
52,"('0.00 < parC4 <= 1.00', 0.3467954342025649, 52, 0)","('parC2 <= 0.00', -0.3153821666247896, 52, 0)","('0.00 < parC3 <= 1.00', 0.311841224268702, 52, 0)","('befC4 <= 0.00', 0.157862792424599, 52, 0)","('befC2 > 0.00', -0.14400546966721822, 52, 0)","('PrevDO <= 0.00', -0.12392612137066296, 52, 0)","('PrevFail <= 0.00', 0.11900302045071363, 52, 0)","('befFC5 <= 0.00', -0.1149924574738881, 52, 0)","('befFC6 <= 0.00', -0.11382200688009522, 52, 0)","('befDOC5 > 0.00', 0.10716443365979704, 52, 0)"
53,"('0.00 < parC4 <= 1.00', 0.3370914926231315, 53, 0)","('parC3 <= 0.00', -0.30663722094053314, 53, 0)","('0.00 < parC2 <= 1.00', 0.2947155111348236, 53, 0)","('befC4 <= 0.00', 0.13670449881614047, 53, 0)","('befFC6 <= 0.00', -0.12138287660196864, 53, 0)","('befDOC6 <= 0.00', -0.12084515176854439, 53, 0)","('PrevFail <= 0.00', 0.11693410759659041, 53, 0)","('PrevDO <= 0.00', -0.11686458833471079, 53, 0)","('befFC5 > 0.00', 0.11205297568352192, 53, 0)","('befDOC5 > 0.00', 0.11148118348645017, 53, 0)"
54,"('0.00 < parC4 <= 1.00', 0.3248041381723165, 54, 0)","('parC3 <= 0.00', -0.3014501260713067, 54, 0)","('parC2 <= 0.00', -0.2983241749627287, 54, 0)","('PrevFail <= 0.00', 0.14145013107656393, 54, 0)","('befC4 <= 0.00', 0.14138987829157626, 54, 0)","('befC2 <= 0.00', 0.13960850221468848, 54, 0)","('PrevDO <= 0.00', -0.1278321479873477, 54, 0)","('befFC6 <= 0.00', -0.12597764590892757, 54, 0)","('befDOC5 <= 0.00', -0.11627597869431998, 54, 0)","('befFC5 <= 0.00', -0.10413977645720245, 54, 0)"
55,"('0.00 < parC4 <= 1.00', 0.3356151059523928, 55, 0)","('parC3 <= 0.00', -0.3242609789029619, 55, 0)","('0.00 < parC2 <= 1.00', 0.29935540243704023, 55, 0)","('befC4 <= 0.00', 0.15834336262882148, 55, 0)","('befC2 <= 0.00', 0.12461648996532802, 55, 0)","('PrevFail <= 0.00', 0.11790537894092462, 55, 0)","('PrevDO <= 0.00', -0.11663396941197922, 55, 0)","('befFC6 > 0.00', 0.0940661412832031, 55, 0)","('befDOC5 <= 0.00', -0.09237718200453979, 55, 0)","('befDOC6 > 0.00', 0.08776158618358826, 55, 0)"
56,"('0.00 < parC4 <= 1.00', 0.34195580069492254, 56, 0)","('parC3 <= 0.00', -0.3368041112894712, 56, 0)","('0.00 < parC2 <= 1.00', 0.2891071477105794, 56, 0)","('befC4 <= 0.00', 0.16495284975467206, 56, 0)","('befC2 <= 0.00', 0.1498535681345741, 56, 0)","('PrevFail <= 0.00', 0.13681895227706467, 56, 0)","('PrevDO <= 0.00', -0.12207142398909458, 56, 0)","('befFC5 <= 0.00', -0.10742044134667013, 56, 0)","('befDOC5 <= 0.00', -0.10642942075411678, 56, 0)","('befDOC6 > 0.00', 0.09952421629582496, 56, 0)"
57,"('0.00 < parC4 <= 1.00', 0.35065840702739143, 57, 1)","('0.00 < parC3 <= 1.00', 0.31626418351222657, 57, 1)","('0.00 < parC2 <= 1.00', 0.31435497084652225, 57, 1)","('befC4 <= 0.00', 0.14371151696342974, 57, 1)","('befC2 <= 0.00', 0.14175884384930446, 57, 1)","('PrevDO <= 0.00', -0.1394105072605801, 57, 1)","('PrevFail <= 0.00', 0.1320989507523855, 57, 1)","('befC3 <= 0.00', 0.1253253972474865, 57, 1)","('befFC6 <= 0.00', -0.11164689518669954, 57, 1)","('befDOC6 <= 0.00', -0.11115595200226885, 57, 1)"
58,"('parC4 <= 0.00', -0.3377067914375263, 58, 0)","('parC3 <= 0.00', -0.31026700097663384, 58, 0)","('0.00 < parC2 <= 1.00', 0.2946016027709347, 58, 0)","('befC2 <= 0.00', 0.17126242429796434, 58, 0)","('befC4 > 0.00', -0.15636427594188665, 58, 0)","('befFC6 <= 0.00', -0.1374444171451811, 58, 0)","('PrevFail <= 0.00', 0.13260131937312264, 58, 0)","('PrevDO <= 0.00', -0.12354595402085901, 58, 0)","('befDOC6 <= 0.00', -0.11923271616128432, 58, 0)","('befFC5 <= 0.00', -0.11531693591344633, 58, 0)"
59,"('0.00 < parC4 <= 1.00', 0.32487550776245083, 59, 1)","('0.00 < parC2 <= 1.00', 0.3136493935505612, 59, 1)","('0.00 < parC3 <= 1.00', 0.3128660555508812, 59, 1)","('befC2 <= 0.00', 0.13817470948735572, 59, 1)","('befC4 <= 0.00', 0.1296148501379059, 59, 1)","('PrevFail <= 0.00', 0.12924976389707268, 59, 1)","('befDOC6 > 0.00', 0.12012591148590508, 59, 1)","('PrevDO <= 0.00', -0.11966793120403098, 59, 1)","('befDOC5 <= 0.00', -0.10880824566320602, 59, 1)","('befFC6 > 0.00', 0.10220592247461181, 59, 1)"
60,"('0.00 < parC4 <= 1.00', 0.3543404918786666, 60, 0)","('parC3 <= 0.00', -0.3238468887848704, 60, 0)","('0.00 < parC2 <= 1.00', 0.31026130800861135, 60, 0)","('befC4 <= 0.00', 0.14795707896025426, 60, 0)","('befC2 <= 0.00', 0.1360816166906551, 60, 0)","('PrevFail <= 0.00', 0.12848547170538874, 60, 0)","('PrevDO <= 0.00', -0.12426967762512507, 60, 0)","('befFC5 <= 0.00', -0.1164023436033659, 60, 0)","('befDOC6 <= 0.00', -0.11015989796983006, 60, 0)","('befDOC5 > 0.00', 0.10339715434378337, 60, 0)"
61,"('0.00 < parC4 <= 1.00', 0.3431464971490534, 61, 0)","('parC2 <= 0.00', -0.311939764256385, 61, 0)","('0.00 < parC3 <= 1.00', 0.30147168703431104, 61, 0)","('befC4 <= 0.00', 0.16897489664978319, 61, 0)","('befC2 <= 0.00', 0.14335390269823797, 61, 0)","('PrevFail <= 0.00', 0.1348431789875743, 61, 0)","('PrevDO <= 0.00', -0.12764121145218574, 61, 0)","('befDOC5 > 0.00', 0.1266018282781015, 61, 0)","('befFC6 <= 0.00', -0.11815508384838422, 61, 0)","('befFC5 <= 0.00', -0.09884024199927441, 61, 0)"
62,"('0.00 < parC4 <= 1.00', 0.3411413938571677, 62, 0)","('parC2 <= 0.00', -0.3153373988862654, 62, 0)","('0.00 < parC3 <= 1.00', 0.3042267203546619, 62, 0)","('befC4 <= 0.00', 0.16614810870090715, 62, 0)","('befC2 <= 0.00', 0.14970286264782556, 62, 0)","('befDOC5 <= 0.00', -0.14623423734289734, 62, 0)","('PrevDO <= 0.00', -0.12825233931581265, 62, 0)","('PrevFail <= 0.00', 0.12742279474442006, 62, 0)","('befFC5 <= 0.00', -0.12659443191716985, 62, 0)","('befC3 <= 0.00', 0.12109085207871019, 62, 0)"
63,"('0.00 < parC4 <= 1.00', 0.3430108314648996, 63, 0)","('parC2 <= 0.00', -0.3066027918873653, 63, 0)","('0.00 < parC3 <= 1.00', 0.3022190887570466, 63, 0)","('befC2 > 0.00', -0.1563071483635832, 63, 0)","('befC4 <= 0.00', 0.14566255265359498, 63, 0)","('PrevFail <= 0.00', 0.129428903875951, 63, 0)","('PrevDO <= 0.00', -0.11391058671378364, 63, 0)","('befFC6 <= 0.00', -0.10702930282786083, 63, 0)","('befFC5 <= 0.00', -0.09878170161156315, 63, 0)","('befDOC5 <= 0.00', -0.09736606123838291, 63, 0)"
64,"('0.00 < parC4 <= 1.00', 0.349392448924884, 64, 0)","('0.00 < parC3 <= 1.00', 0.31571897864103393, 64, 0)","('0.00 < parC2 <= 1.00', 0.30674501074193644, 64, 0)","('befC4 <= 0.00', 0.15082165958778065, 64, 0)","('befC2 <= 0.00', 0.13767875256438847, 64, 0)","('befDOC5 <= 0.00', -0.1233636071991087, 64, 0)","('befC3 <= 0.00', 0.12179158977694376, 64, 0)","('befFC5 <= 0.00', -0.11033254523468075, 64, 0)","('befDOC6 <= 0.00', -0.10840045684839901, 64, 0)","('PrevFail <= 0.00', 0.10689036946527344, 64, 0)"
65,"('0.00 < parC4 <= 1.00', 0.37256547455689837, 65, 1)","('0.00 < parC3 <= 1.00', 0.32761640551908455, 65, 1)","('0.00 < parC2 <= 1.00', 0.2886561322037449, 65, 1)","('befC4 <= 0.00', 0.15983299104415402, 65, 1)","('befC2 <= 0.00', 0.15357806789242093, 65, 1)","('PrevFail <= 0.00', 0.14680420693439264, 65, 1)","('PrevDO <= 0.00', -0.13351225259620134, 65, 1)","('befDOC5 <= 0.00', -0.1330559955545629, 65, 1)","('befDOC6 > 0.00', 0.11589373020245346, 65, 1)","('befFC5 <= 0.00', -0.10813389552565042, 65, 1)"
66,"('0.00 < parC4 <= 1.00', 0.34610010571694577, 66, 0)","('parC2 <= 0.00', -0.3060883968689725, 66, 0)","('0.00 < parC3 <= 1.00', 0.29605970229378503, 66, 0)","('PrevFail > 0.00', -0.1435594453702077, 66, 0)","('befC2 > 0.00', -0.1349152797494959, 66, 0)","('PrevDO <= 0.00', -0.13467037366984494, 66, 0)","('befC4 <= 0.00', 0.13102530325683712, 66, 0)","('befFC6 > 0.00', 0.1186262102256116, 66, 0)","('befDOC6 <= 0.00', -0.11208743528584586, 66, 0)","('befC3 <= 0.00', 0.10160383081674193, 66, 0)"
67,"('0.00 < parC4 <= 1.00', 0.33745088254597905, 67, 0)","('parC2 <= 0.00', -0.3124942295399164, 67, 0)","('0.00 < parC3 <= 1.00', 0.2963101886427211, 67, 0)","('befC4 <= 0.00', 0.16852124655780878, 67, 0)","('befC2 > 0.00', -0.15454651168102426, 67, 0)","('befFC6 > 0.00', 0.11797453444640489, 67, 0)","('PrevDO <= 0.00', -0.11693530441597033, 67, 0)","('befDOC6 <= 0.00', -0.1077614414102761, 67, 0)","('befDOC5 <= 0.00', -0.10443293470645533, 67, 0)","('PrevFail <= 0.00', 0.1016707184247985, 67, 0)"
68,"('parC4 <= 0.00', -0.3461045462821086, 68, 0)","('parC3 <= 0.00', -0.310986869099746, 68, 0)","('0.00 < parC2 <= 1.00', 0.2974771890708422, 68, 0)","('befC4 <= 0.00', 0.16895118883648008, 68, 0)","('PrevDO > 0.00', 0.12577617392723148, 68, 0)","('befC2 <= 0.00', 0.11881049420267804, 68, 0)","('befC3 <= 0.00', 0.11464835153137451, 68, 0)","('PrevFail <= 0.00', 0.11076700346799753, 68, 0)","('befFC5 <= 0.00', -0.1083152632829779, 68, 0)","('befDOC5 > 0.00', 0.10355319705143604, 68, 0)"
69,"('parC4 <= 0.00', -0.3421636429883683, 69, 0)","('0.00 < parC3 <= 1.00', 0.3174516077072609, 69, 0)","('0.00 < parC2 <= 1.00', 0.3122756393869726, 69, 0)","('befC2 <= 0.00', 0.1624373333847823, 69, 0)","('befC4 > 0.00', -0.15746155834296457, 69, 0)","('befFC5 <= 0.00', -0.12154835540593513, 69, 0)","('PrevFail <= 0.00', 0.12153839533280321, 69, 0)","('befFC6 <= 0.00', -0.12111492435479526, 69, 0)","('PrevDO <= 0.00', -0.11300937353409694, 69, 0)","('befDOC6 <= 0.00', -0.11242578847219864, 69, 0)"
70,"('0.00 < parC4 <= 1.00', 0.3285331801948051, 70, 1)","('0.00 < parC3 <= 1.00', 0.3082104501606461, 70, 1)","('0.00 < parC2 <= 1.00', 0.28968764434053906, 70, 1)","('befC2 <= 0.00', 0.1576264610025435, 70, 1)","('befC4 <= 0.00', 0.14132579587556796, 70, 1)","('PrevDO > 0.00', 0.13053135061340648, 70, 1)","('befDOC6 <= 0.00', -0.12750177793127843, 70, 1)","('befDOC5 <= 0.00', -0.12637857141281797, 70, 1)","('befFC6 <= 0.00', -0.12559982223972158, 70, 1)","('PrevFail <= 0.00', 0.11939188203361895, 70, 1)"
71,"('0.00 < parC4 <= 1.00', 0.3430897420101086, 71, 1)","('0.00 < parC3 <= 1.00', 0.3184447714197912, 71, 1)","('0.00 < parC2 <= 1.00', 0.2997674093265569, 71, 1)","('befC2 <= 0.00', 0.15154443244882945, 71, 1)","('befC4 <= 0.00', 0.14531627524427257, 71, 1)","('PrevDO <= 0.00', -0.13941623150942772, 71, 1)","('befFC5 <= 0.00', -0.13121668072711679, 71, 1)","('befC3 <= 0.00', 0.12314858675147315, 71, 1)","('PrevFail <= 0.00', 0.11957567804611757, 71, 1)","('befFC6 <= 0.00', -0.10948345200589439, 71, 1)"
72,"('parC4 <= 0.00', -0.3490642833073119, 72, 0)","('0.00 < parC3 <= 1.00', 0.31044413563523704, 72, 0)","('0.00 < parC2 <= 1.00', 0.3077721051329034, 72, 0)","('befC4 <= 0.00', 0.16582902124338175, 72, 0)","('befC2 <= 0.00', 0.15904968230810423, 72, 0)","('PrevFail <= 0.00', 0.12443199032554043, 72, 0)","('befFC6 <= 0.00', -0.12422925871758653, 72, 0)","('befFC5 <= 0.00', -0.11042924235910195, 72, 0)","('PrevDO <= 0.00', -0.10555651557202357, 72, 0)","('befDOC5 <= 0.00', -0.09322324270629058, 72, 0)"
73,"('0.00 < parC4 <= 1.00', 0.33822480436547464, 73, 0)","('0.00 < parC3 <= 1.00', 0.31760557981832255, 73, 0)","('parC2 <= 0.00', -0.3000026718866959, 73, 0)","('befC4 <= 0.00', 0.14848809143700767, 73, 0)","('PrevDO > 0.00', 0.14737244083130488, 73, 0)","('befC2 > 0.00', -0.14380097186237964, 73, 0)","('befDOC5 <= 0.00', -0.1208685407516645, 73, 0)","('befC3 <= 0.00', 0.1153284450975238, 73, 0)","('PrevFail <= 0.00', 0.10715466222034939, 73, 0)","('befFC6 <= 0.00', -0.10681097155732146, 73, 0)"
74,"('0.00 < parC4 <= 1.00', 0.34675681065581554, 74, 1)","('0.00 < parC3 <= 1.00', 0.3095188581601412, 74, 1)","('0.00 < parC2 <= 1.00', 0.3048483736657997, 74, 1)","('befC4 <= 0.00', 0.17016961653477614, 74, 1)","('befC2 <= 0.00', 0.1409323593693815, 74, 1)","('befDOC5 <= 0.00', -0.13000183463958828, 74, 1)","('PrevDO <= 0.00', -0.12039092319264275, 74, 1)","('PrevFail > 0.00', -0.11254974383108808, 74, 1)","('befFC6 <= 0.00', -0.11238478491333727, 74, 1)","('befDOC6 <= 0.00', -0.11226770140030795, 74, 1)"
75,"('parC4 <= 0.00', -0.3180993394026512, 75, 0)","('parC3 <= 0.00', -0.29501148091609936, 75, 0)","('0.00 < parC2 <= 1.00', 0.2756762960120203, 75, 0)","('befC2 <= 0.00', 0.14049940139527714, 75, 0)","('befC4 > 0.00', -0.1326076646894387, 75, 0)","('PrevFail <= 0.00', 0.13070094533245968, 75, 0)","('befDOC5 <= 0.00', -0.127065584890841, 75, 0)","('befDOC6 <= 0.00', -0.11445884298498295, 75, 0)","('befC3 > 0.00', -0.10101249202345995, 75, 0)","('befFC5 <= 0.00', -0.1004106735215934, 75, 0)"
76,"('0.00 < parC4 <= 1.00', 0.32535796651398086, 76, 0)","('0.00 < parC3 <= 1.00', 0.302375559990971, 76, 0)","('parC2 <= 0.00', -0.29785222021447766, 76, 0)","('befC4 <= 0.00', 0.15492395893312785, 76, 0)","('befC2 > 0.00', -0.13233462612034277, 76, 0)","('PrevDO <= 0.00', -0.12541534562887327, 76, 0)","('PrevFail <= 0.00', 0.12490928577865203, 76, 0)","('befC3 <= 0.00', 0.12256583926465414, 76, 0)","('befDOC5 <= 0.00', -0.11847958934638646, 76, 0)","('befFC6 <= 0.00', -0.11752366050407508, 76, 0)"
77,"('0.00 < parC4 <= 1.00', 0.35135321376178497, 77, 1)","('0.00 < parC3 <= 1.00', 0.3287818535309932, 77, 1)","('0.00 < parC2 <= 1.00', 0.2948658853174591, 77, 1)","('befC4 <= 0.00', 0.1766762795828484, 77, 1)","('befC2 <= 0.00', 0.163865018290466, 77, 1)","('befFC6 <= 0.00', -0.12601702774082124, 77, 1)","('PrevFail > 0.00', -0.1148384228405789, 77, 1)","('PrevDO <= 0.00', -0.11434685116760179, 77, 1)","('befDOC6 <= 0.00', -0.11261477260280069, 77, 1)","('befDOC5 <= 0.00', -0.1122678110859652, 77, 1)"
78,"('0.00 < parC4 <= 1.00', 0.3435653356231484, 78, 0)","('0.00 < parC3 <= 1.00', 0.29693021959887766, 78, 0)","('parC2 <= 0.00', -0.2911285427597954, 78, 0)","('befC2 > 0.00', -0.15835966059961049, 78, 0)","('befC4 <= 0.00', 0.14307309615505331, 78, 0)","('PrevFail <= 0.00', 0.13111253938834438, 78, 0)","('befDOC5 <= 0.00', -0.12316944199577098, 78, 0)","('PrevDO > 0.00', 0.11183321916278968, 78, 0)","('befC3 <= 0.00', 0.10516968938130837, 78, 0)","('befFC5 > 0.00', 0.10293916006481633, 78, 0)"
79,"('0.00 < parC4 <= 1.00', 0.3498833148931516, 79, 0)","('parC3 <= 0.00', -0.335630032958002, 79, 0)","('0.00 < parC2 <= 1.00', 0.312391225558883, 79, 0)","('befC4 <= 0.00', 0.15413002870009446, 79, 0)","('befC2 <= 0.00', 0.1490940733399042, 79, 0)","('PrevFail > 0.00', -0.14081677568345505, 79, 0)","('befC3 <= 0.00', 0.13231434585405488, 79, 0)","('befFC6 <= 0.00', -0.12198898495143383, 79, 0)","('befDOC6 <= 0.00', -0.11638157181488172, 79, 0)","('PrevDO <= 0.00', -0.11550977901283516, 79, 0)"
80,"('0.00 < parC4 <= 1.00', 0.3292485851514625, 80, 0)","('parC3 <= 0.00', -0.3111129295004733, 80, 0)","('parC2 <= 0.00', -0.29539332119509604, 80, 0)","('befC4 <= 0.00', 0.14559741381193336, 80, 0)","('befC2 <= 0.00', 0.14145656044641786, 80, 0)","('PrevDO <= 0.00', -0.1310028104437619, 80, 0)","('befFC6 <= 0.00', -0.12089263892950641, 80, 0)","('befFC5 <= 0.00', -0.10545664597183316, 80, 0)","('PrevFail <= 0.00', 0.09815072319290655, 80, 0)","('befDOC6 <= 0.00', -0.09733431443546801, 80, 0)"
81,"('0.00 < parC3 <= 1.00', 0.3222685608776276, 81, 1)","('0.00 < parC2 <= 1.00', 0.3182817246523308, 81, 1)","('0.00 < parC4 <= 1.00', 0.3163171656657133, 81, 1)","('befC4 <= 0.00', 0.15136271417735425, 81, 1)","('befC2 <= 0.00', 0.15096054455922392, 81, 1)","('PrevFail <= 0.00', 0.13861786345175975, 81, 1)","('PrevDO <= 0.00', -0.13092320000545016, 81, 1)","('befDOC6 <= 0.00', -0.11701204089076703, 81, 1)","('befFC5 <= 0.00', -0.10748816152793439, 81, 1)","('befFC6 <= 0.00', -0.10587326340539606, 81, 1)"
82,"('0.00 < parC4 <= 1.00', 0.3456025759517712, 82, 0)","('parC2 <= 0.00', -0.3207203574361856, 82, 0)","('0.00 < parC3 <= 1.00', 0.3189799765534133, 82, 0)","('befC4 <= 0.00', 0.182209814816657, 82, 0)","('befC2 <= 0.00', 0.13619838256663214, 82, 0)","('PrevDO <= 0.00', -0.12500488430179088, 82, 0)","('befFC5 <= 0.00', -0.12162382037872725, 82, 0)","('befDOC6 <= 0.00', -0.11200368044080661, 82, 0)","('PrevFail <= 0.00', 0.11136400822141536, 82, 0)","('befDOC5 > 0.00', 0.11125338060380663, 82, 0)"
83,"('0.00 < parC4 <= 1.00', 0.33736133083734654, 83, 0)","('0.00 < parC3 <= 1.00', 0.30566332980443106, 83, 0)","('0.00 < parC2 <= 1.00', 0.2936616872227701, 83, 0)","('befC4 <= 0.00', 0.15776655482500068, 83, 0)","('befC2 <= 0.00', 0.1272122475768239, 83, 0)","('befFC5 <= 0.00', -0.1122285692881674, 83, 0)","('befDOC5 <= 0.00', -0.10920263324931419, 83, 0)","('befC3 <= 0.00', 0.1071517974362765, 83, 0)","('PrevDO <= 0.00', -0.10600408331506123, 83, 0)","('befDOC6 <= 0.00', -0.10554222825753463, 83, 0)"
84,"('0.00 < parC4 <= 1.00', 0.35386164849413887, 84, 1)","('0.00 < parC3 <= 1.00', 0.3195166227222933, 84, 1)","('0.00 < parC2 <= 1.00', 0.305482879646468, 84, 1)","('befC4 <= 0.00', 0.1532224119104044, 84, 1)","('befDOC6 <= 0.00', -0.14202511298974801, 84, 1)","('befC2 <= 0.00', 0.13930617357106598, 84, 1)","('befFC6 <= 0.00', -0.13598906867358637, 84, 1)","('befC3 <= 0.00', 0.12191761989794281, 84, 1)","('befFC5 <= 0.00', -0.11998986864779498, 84, 1)","('PrevDO > 0.00', 0.11916435372784677, 84, 1)"
